api,family,method,dtype,layout,args,numpy_status,numpy_shape,numpy_dtype,numpy_error,numpy_message,numpy_mutated,charex_status,charex_shape,charex_dtype,charex_error,charex_message,charex_mutated,same_outcome,values_match
strings,property,islower,T,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,islower,T,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,islower,T,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,islower,T,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,islower,T,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,islower,T,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,property,islower,T,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,islower,T,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(),writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,islower,T,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,islower,T-na-string,zero-dimensional,"shape=(),strides=(),dtype=StringDType(na_object='MISSING'),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,islower,T-na-string,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,islower,T-na-string,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,islower,T-na-string,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,islower,T-na-string,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,islower,T-na-string,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(na_object='MISSING'),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,islower,T-na-string,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,property,islower,T-na-string,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,islower,T-na-string,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,islower,T-na-string,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,islower,T-na-nan,zero-dimensional,"shape=(),strides=(),dtype=StringDType(na_object=nan),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,islower,T-na-nan,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,islower,T-na-nan,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,islower,T-na-nan,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(na_object=nan),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,islower,T-na-nan,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(na_object=nan),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,islower,T-na-nan,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(na_object=nan),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,islower,T-na-nan,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,property,islower,T-na-nan,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object=nan),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,islower,T-na-nan,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(na_object=nan),writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,islower,T-na-nan,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
char,property,isnumeric,S,python-scalar,bytes:b'abcabc',error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isnumeric,S,python-scalar,bytes:b'abcabc',error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isnumeric,S,zero-dimensional,"shape=(),strides=(),dtype=|S8,writeable=True",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isnumeric,S,zero-dimensional,"shape=(),strides=(),dtype=|S8,writeable=True",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isnumeric,S,contiguous-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=True",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isnumeric,S,contiguous-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=True",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isnumeric,S,readonly-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=False",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isnumeric,S,readonly-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=False",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isnumeric,S,positive-stride-1d,"shape=(3,),strides=(16,),dtype=|S8,writeable=True",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isnumeric,S,positive-stride-1d,"shape=(3,),strides=(16,),dtype=|S8,writeable=True",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isnumeric,S,negative-stride-1d,"shape=(3,),strides=(-16,),dtype=|S8,writeable=True",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isnumeric,S,negative-stride-1d,"shape=(3,),strides=(-16,),dtype=|S8,writeable=True",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isnumeric,S,zero-stride-1d,"shape=(4,),strides=(0,),dtype=|S8,writeable=False",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isnumeric,S,zero-stride-1d,"shape=(4,),strides=(0,),dtype=|S8,writeable=False",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isnumeric,S,empty-stride-1d,"shape=(0,),strides=(8,),dtype=|S8,writeable=True",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isnumeric,S,empty-stride-1d,"shape=(0,),strides=(8,),dtype=|S8,writeable=True",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isnumeric,S,contiguous-2d,"shape=(2, 3),strides=(24, 8),dtype=|S8,writeable=True",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isnumeric,S,contiguous-2d,"shape=(2, 3),strides=(24, 8),dtype=|S8,writeable=True",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isnumeric,S,broadcast-2d,"shape=(2, 1),strides=(8, 8),dtype=|S8,writeable=True",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isnumeric,S,broadcast-2d,"shape=(2, 1),strides=(8, 8),dtype=|S8,writeable=True",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isnumeric,S,shape-mismatch-1d,"shape=(3,),strides=(8,),dtype=|S8,writeable=True",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isnumeric,S,shape-mismatch-1d,"shape=(3,),strides=(8,),dtype=|S8,writeable=True",error,,,UFuncTypeError,ufunc 'isnumeric' did not contain a loop with signature matching types <class 'numpy.dtypes.BytesDType'> -> None,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isnumeric,U,python-scalar,str:'abcabc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,isnumeric,U,python-scalar,str:'abcabc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,property,isnumeric,U,zero-dimensional,"shape=(),strides=(),dtype=<U8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,isnumeric,U,zero-dimensional,"shape=(),strides=(),dtype=<U8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,property,isnumeric,U,contiguous-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isnumeric,U,contiguous-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,property,isnumeric,U,readonly-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isnumeric,U,readonly-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,property,isnumeric,U,positive-stride-1d,"shape=(3,),strides=(64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isnumeric,U,positive-stride-1d,"shape=(3,),strides=(64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isnumeric,U,negative-stride-1d,"shape=(3,),strides=(-64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isnumeric,U,negative-stride-1d,"shape=(3,),strides=(-64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isnumeric,U,zero-stride-1d,"shape=(4,),strides=(0,),dtype=<U8,writeable=False",ok,"(4,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isnumeric,U,zero-stride-1d,"shape=(4,),strides=(0,),dtype=<U8,writeable=False",ok,"(4,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isnumeric,U,empty-stride-1d,"shape=(0,),strides=(32,),dtype=<U8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,property,isnumeric,U,empty-stride-1d,"shape=(0,),strides=(32,),dtype=<U8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
char,property,isnumeric,U,contiguous-2d,"shape=(2, 3),strides=(96, 32),dtype=<U8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isnumeric,U,contiguous-2d,"shape=(2, 3),strides=(96, 32),dtype=<U8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isnumeric,U,broadcast-2d,"shape=(2, 1),strides=(32, 32),dtype=<U8,writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isnumeric,U,broadcast-2d,"shape=(2, 1),strides=(32, 32),dtype=<U8,writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isnumeric,U,shape-mismatch-1d,"shape=(3,),strides=(32,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isnumeric,U,shape-mismatch-1d,"shape=(3,),strides=(32,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isnumeric,T,zero-dimensional,"shape=(),strides=(),dtype=StringDType(),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,isnumeric,T,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isnumeric,T,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isnumeric,T,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isnumeric,T,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isnumeric,T,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isnumeric,T,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,property,isnumeric,T,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isnumeric,T,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(),writeable=True",ok,"(2, 1)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isnumeric,T,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,property,isnumeric,T-na-string,zero-dimensional,"shape=(),strides=(),dtype=StringDType(na_object='MISSING'),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
