api,family,method,dtype,layout,args,numpy_status,numpy_shape,numpy_dtype,numpy_error,numpy_message,numpy_mutated,charex_status,charex_shape,charex_dtype,charex_error,charex_message,charex_mutated,same_outcome,values_match
strings,occurrence,startswith,U,broadcast-2d,"shape=(2, 1),strides=(32, 32),dtype=<U8,writeable=True | shape=(1, 3),strides=(96, 32),dtype=<U8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,occurrence,startswith,U,shape-mismatch-1d,"shape=(3,),strides=(32,),dtype=<U8,writeable=True | shape=(2,),strides=(32,),dtype=<U8,writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) () () ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape.  Mismatch is between arg 0 and arg 1.,False,True,
strings,occurrence,startswith,U,shape-mismatch-1d,"shape=(3,),strides=(32,),dtype=<U8,writeable=True | shape=(2,),strides=(32,),dtype=<U8,writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) () () ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape.  Mismatch is between arg 0 and arg 1.,False,True,
strings,occurrence,startswith,T,zero-dimensional,"shape=(),strides=(),dtype=StringDType(),writeable=True | shape=(),strides=(),dtype=StringDType(),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,occurrence,startswith,T,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(),writeable=True | shape=(4,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,startswith,T,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(),writeable=False | shape=(4,),strides=(16,),dtype=StringDType(),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,startswith,T,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(),writeable=True | shape=(3,),strides=(32,),dtype=StringDType(),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,occurrence,startswith,T,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(),writeable=True | shape=(3,),strides=(-32,),dtype=StringDType(),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,occurrence,startswith,T,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(),writeable=False | shape=(4,),strides=(0,),dtype=StringDType(),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,startswith,T,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(),writeable=True | shape=(0,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,occurrence,startswith,T,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(),writeable=True | shape=(2, 3),strides=(48, 16),dtype=StringDType(),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,startswith,T,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(),writeable=True | shape=(1, 3),strides=(48, 16),dtype=StringDType(),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,startswith,T,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(),writeable=True | shape=(2,),strides=(16,),dtype=StringDType(),writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) () () ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape,False,True,
strings,occurrence,startswith,T-na-string,zero-dimensional,"shape=(),strides=(),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(),strides=(),dtype=StringDType(na_object='MISSING'),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,occurrence,startswith,T-na-string,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,startswith,T-na-string,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=False | shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,startswith,T-na-string,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(3,),strides=(32,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,occurrence,startswith,T-na-string,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(3,),strides=(-32,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,occurrence,startswith,T-na-string,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(na_object='MISSING'),writeable=False | shape=(4,),strides=(0,),dtype=StringDType(na_object='MISSING'),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,startswith,T-na-string,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(0,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,occurrence,startswith,T-na-string,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,startswith,T-na-string,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(1, 3),strides=(48, 16),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,startswith,T-na-string,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(2,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) () () ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape,False,True,
strings,occurrence,startswith,T-na-nan,zero-dimensional,"shape=(),strides=(),dtype=StringDType(na_object=nan),writeable=True | shape=(),strides=(),dtype=StringDType(na_object=nan),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,occurrence,startswith,T-na-nan,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True | shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,startswith,T-na-nan,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=False | shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,startswith,T-na-nan,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(na_object=nan),writeable=True | shape=(3,),strides=(32,),dtype=StringDType(na_object=nan),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,occurrence,startswith,T-na-nan,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(na_object=nan),writeable=True | shape=(3,),strides=(-32,),dtype=StringDType(na_object=nan),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,occurrence,startswith,T-na-nan,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(na_object=nan),writeable=False | shape=(4,),strides=(0,),dtype=StringDType(na_object=nan),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,startswith,T-na-nan,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True | shape=(0,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,occurrence,startswith,T-na-nan,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object=nan),writeable=True | shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object=nan),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,startswith,T-na-nan,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(na_object=nan),writeable=True | shape=(1, 3),strides=(48, 16),dtype=StringDType(na_object=nan),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,startswith,T-na-nan,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True | shape=(2,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) () () ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape,False,True,
char,occurrence,endswith,S,python-scalar,bytes:b'abcabc' | bytes:b'abc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,occurrence,endswith,S,python-scalar,bytes:b'abcabc' | bytes:b'abc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,occurrence,endswith,S,zero-dimensional,"shape=(),strides=(),dtype=|S8,writeable=True | shape=(),strides=(),dtype=|S8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,occurrence,endswith,S,zero-dimensional,"shape=(),strides=(),dtype=|S8,writeable=True | shape=(),strides=(),dtype=|S8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,occurrence,endswith,S,contiguous-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=True | shape=(4,),strides=(8,),dtype=|S8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,endswith,S,contiguous-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=True | shape=(4,),strides=(8,),dtype=|S8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,occurrence,endswith,S,readonly-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=False | shape=(4,),strides=(8,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,endswith,S,readonly-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=False | shape=(4,),strides=(8,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,occurrence,endswith,S,positive-stride-1d,"shape=(3,),strides=(16,),dtype=|S8,writeable=True | shape=(3,),strides=(16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,endswith,S,positive-stride-1d,"shape=(3,),strides=(16,),dtype=|S8,writeable=True | shape=(3,),strides=(16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,occurrence,endswith,S,negative-stride-1d,"shape=(3,),strides=(-16,),dtype=|S8,writeable=True | shape=(3,),strides=(-16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,endswith,S,negative-stride-1d,"shape=(3,),strides=(-16,),dtype=|S8,writeable=True | shape=(3,),strides=(-16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,occurrence,endswith,S,zero-stride-1d,"shape=(4,),strides=(0,),dtype=|S8,writeable=False | shape=(4,),strides=(0,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,endswith,S,zero-stride-1d,"shape=(4,),strides=(0,),dtype=|S8,writeable=False | shape=(4,),strides=(0,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,occurrence,endswith,S,empty-stride-1d,"shape=(0,),strides=(8,),dtype=|S8,writeable=True | shape=(0,),strides=(8,),dtype=|S8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,occurrence,endswith,S,empty-stride-1d,"shape=(0,),strides=(8,),dtype=|S8,writeable=True | shape=(0,),strides=(8,),dtype=|S8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
char,occurrence,endswith,S,contiguous-2d,"shape=(2, 3),strides=(24, 8),dtype=|S8,writeable=True | shape=(2, 3),strides=(24, 8),dtype=|S8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,endswith,S,contiguous-2d,"shape=(2, 3),strides=(24, 8),dtype=|S8,writeable=True | shape=(2, 3),strides=(24, 8),dtype=|S8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,occurrence,endswith,S,broadcast-2d,"shape=(2, 1),strides=(8, 8),dtype=|S8,writeable=True | shape=(1, 3),strides=(24, 8),dtype=|S8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,endswith,S,broadcast-2d,"shape=(2, 1),strides=(8, 8),dtype=|S8,writeable=True | shape=(1, 3),strides=(24, 8),dtype=|S8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,occurrence,endswith,S,shape-mismatch-1d,"shape=(3,),strides=(8,),dtype=|S8,writeable=True | shape=(2,),strides=(8,),dtype=|S8,writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) () () ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape.  Mismatch is between arg 0 and arg 1.,False,True,
strings,occurrence,endswith,S,shape-mismatch-1d,"shape=(3,),strides=(8,),dtype=|S8,writeable=True | shape=(2,),strides=(8,),dtype=|S8,writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) () () ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape.  Mismatch is between arg 0 and arg 1.,False,True,
char,occurrence,endswith,U,python-scalar,str:'abcabc' | str:'abc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,occurrence,endswith,U,python-scalar,str:'abcabc' | str:'abc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,occurrence,endswith,U,zero-dimensional,"shape=(),strides=(),dtype=<U8,writeable=True | shape=(),strides=(),dtype=<U8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,occurrence,endswith,U,zero-dimensional,"shape=(),strides=(),dtype=<U8,writeable=True | shape=(),strides=(),dtype=<U8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,occurrence,endswith,U,contiguous-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=True | shape=(4,),strides=(32,),dtype=<U8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,endswith,U,contiguous-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=True | shape=(4,),strides=(32,),dtype=<U8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,occurrence,endswith,U,readonly-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=False | shape=(4,),strides=(32,),dtype=<U8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,endswith,U,readonly-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=False | shape=(4,),strides=(32,),dtype=<U8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,occurrence,endswith,U,positive-stride-1d,"shape=(3,),strides=(64,),dtype=<U8,writeable=True | shape=(3,),strides=(64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,endswith,U,positive-stride-1d,"shape=(3,),strides=(64,),dtype=<U8,writeable=True | shape=(3,),strides=(64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,occurrence,endswith,U,negative-stride-1d,"shape=(3,),strides=(-64,),dtype=<U8,writeable=True | shape=(3,),strides=(-64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,endswith,U,negative-stride-1d,"shape=(3,),strides=(-64,),dtype=<U8,writeable=True | shape=(3,),strides=(-64,),dtype=<U8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,occurrence,endswith,U,zero-stride-1d,"shape=(4,),strides=(0,),dtype=<U8,writeable=False | shape=(4,),strides=(0,),dtype=<U8,writeable=False",ok,"(4,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,endswith,U,zero-stride-1d,"shape=(4,),strides=(0,),dtype=<U8,writeable=False | shape=(4,),strides=(0,),dtype=<U8,writeable=False",ok,"(4,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,occurrence,endswith,U,empty-stride-1d,"shape=(0,),strides=(32,),dtype=<U8,writeable=True | shape=(0,),strides=(32,),dtype=<U8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,occurrence,endswith,U,empty-stride-1d,"shape=(0,),strides=(32,),dtype=<U8,writeable=True | shape=(0,),strides=(32,),dtype=<U8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
char,occurrence,endswith,U,contiguous-2d,"shape=(2, 3),strides=(96, 32),dtype=<U8,writeable=True | shape=(2, 3),strides=(96, 32),dtype=<U8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,endswith,U,contiguous-2d,"shape=(2, 3),strides=(96, 32),dtype=<U8,writeable=True | shape=(2, 3),strides=(96, 32),dtype=<U8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,occurrence,endswith,U,broadcast-2d,"shape=(2, 1),strides=(32, 32),dtype=<U8,writeable=True | shape=(1, 3),strides=(96, 32),dtype=<U8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,endswith,U,broadcast-2d,"shape=(2, 1),strides=(32, 32),dtype=<U8,writeable=True | shape=(1, 3),strides=(96, 32),dtype=<U8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,occurrence,endswith,U,shape-mismatch-1d,"shape=(3,),strides=(32,),dtype=<U8,writeable=True | shape=(2,),strides=(32,),dtype=<U8,writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) () () ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape.  Mismatch is between arg 0 and arg 1.,False,True,
strings,occurrence,endswith,U,shape-mismatch-1d,"shape=(3,),strides=(32,),dtype=<U8,writeable=True | shape=(2,),strides=(32,),dtype=<U8,writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) () () ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape.  Mismatch is between arg 0 and arg 1.,False,True,
strings,occurrence,endswith,T,zero-dimensional,"shape=(),strides=(),dtype=StringDType(),writeable=True | shape=(),strides=(),dtype=StringDType(),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,occurrence,endswith,T,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(),writeable=True | shape=(4,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,endswith,T,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(),writeable=False | shape=(4,),strides=(16,),dtype=StringDType(),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,endswith,T,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(),writeable=True | shape=(3,),strides=(32,),dtype=StringDType(),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,occurrence,endswith,T,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(),writeable=True | shape=(3,),strides=(-32,),dtype=StringDType(),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,occurrence,endswith,T,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(),writeable=False | shape=(4,),strides=(0,),dtype=StringDType(),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,endswith,T,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(),writeable=True | shape=(0,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,occurrence,endswith,T,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(),writeable=True | shape=(2, 3),strides=(48, 16),dtype=StringDType(),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,endswith,T,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(),writeable=True | shape=(1, 3),strides=(48, 16),dtype=StringDType(),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,endswith,T,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(),writeable=True | shape=(2,),strides=(16,),dtype=StringDType(),writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) () () ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape,False,True,
strings,occurrence,endswith,T-na-string,zero-dimensional,"shape=(),strides=(),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(),strides=(),dtype=StringDType(na_object='MISSING'),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,occurrence,endswith,T-na-string,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,endswith,T-na-string,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=False | shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,endswith,T-na-string,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(3,),strides=(32,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,occurrence,endswith,T-na-string,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(3,),strides=(-32,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,occurrence,endswith,T-na-string,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(na_object='MISSING'),writeable=False | shape=(4,),strides=(0,),dtype=StringDType(na_object='MISSING'),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,endswith,T-na-string,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(0,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,occurrence,endswith,T-na-string,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,endswith,T-na-string,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(1, 3),strides=(48, 16),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,endswith,T-na-string,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True | shape=(2,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) () () ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape,False,True,
strings,occurrence,endswith,T-na-nan,zero-dimensional,"shape=(),strides=(),dtype=StringDType(na_object=nan),writeable=True | shape=(),strides=(),dtype=StringDType(na_object=nan),writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,occurrence,endswith,T-na-nan,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True | shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,endswith,T-na-nan,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=False | shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,endswith,T-na-nan,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(na_object=nan),writeable=True | shape=(3,),strides=(32,),dtype=StringDType(na_object=nan),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,occurrence,endswith,T-na-nan,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(na_object=nan),writeable=True | shape=(3,),strides=(-32,),dtype=StringDType(na_object=nan),writeable=True",ok,"(3,)",bool,,,False,ok,"(3,)",bool,,,False,True,true
strings,occurrence,endswith,T-na-nan,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(na_object=nan),writeable=False | shape=(4,),strides=(0,),dtype=StringDType(na_object=nan),writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,occurrence,endswith,T-na-nan,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True | shape=(0,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
